"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 08 09:32:02 GMT 2021","Sun Aug 08 09:32:10 GMT 2021","7958","test_conduit","test_all_conduit","TestConduit1","","","test_new_article",""
"passed","Sun Aug 08 09:33:13 GMT 2021","Sun Aug 08 09:33:29 GMT 2021","16279","test_conduit","test_all_conduit","TestConduit1","","","test_delete_article",""
"passed","Sun Aug 08 09:33:30 GMT 2021","Sun Aug 08 09:34:03 GMT 2021","32713","test_conduit","test_all_conduit","TestConduit1","","","test_sampletext_download",""
"passed","Sun Aug 08 09:31:58 GMT 2021","Sun Aug 08 09:32:02 GMT 2021","3359","test_conduit","test_all_conduit","TestConduit1","","","test_sign_in",""
"passed","Sun Aug 08 09:34:16 GMT 2021","Sun Aug 08 09:34:23 GMT 2021","7372","test_conduit","test_all_conduit","TestConduit1","","","test_logout",""
"passed","Sun Aug 08 09:34:04 GMT 2021","Sun Aug 08 09:34:14 GMT 2021","10416","test_conduit","test_all_conduit","TestConduit1","","","test_pagination",""
"broken","Sun Aug 08 09:31:36 GMT 2021","Sun Aug 08 09:31:58 GMT 2021","21748","test_conduit","test_all_conduit","TestConduit1","","","test_signup",""
"passed","Sun Aug 08 09:31:33 GMT 2021","Sun Aug 08 09:31:35 GMT 2021","2109","test_conduit","test_all_conduit","TestConduit1","","","test_accept_cookies",""
"passed","Sun Aug 08 09:32:11 GMT 2021","Sun Aug 08 09:33:03 GMT 2021","52039","test_conduit","test_all_conduit","TestConduit1","","","test_new_article_from_file",""
"broken","Sun Aug 08 09:33:04 GMT 2021","Sun Aug 08 09:33:11 GMT 2021","6752","test_conduit","test_all_conduit","TestConduit1","","","test_modify_profile",""
